Score,Route Travel Time,Number of pax served,Route,,,,
1.176666667,41,43,Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station
1.176666667,41,43, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.176666667,41,43, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.176666667,41,43,Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.173333333,34,37,Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,
1.173333333,40,42, Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.173333333,40,42,Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.173333333,40,42, Beauty World MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station, Toa Payoh MRT Station
1.173333333,46,47, Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.17,33,36, Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,
1.17,33,36,Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,
1.17,39,41, Choa Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.17,39,41, Beauty World MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.17,39,41, Chinese Garden MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.17,39,41, Yew Tee MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.17,39,41,Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.17,45,46, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Somerset MRT Station
1.17,45,46,Woodlands MRT Station,  Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.17,45,46, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.166666667,32,35, Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,
1.166666667,32,35, Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station,
1.166666667,38,40, Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,
1.166666667,38,40,Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.166666667,38,40, Jurong East MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.166666667,38,40, Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
1.166666667,38,40,Chinese Garden MRT Station,  Jurong East MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.166666667,44,45, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.166666667,44,45, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.166666667,44,45, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.166666667,44,45,Bukit Panjang MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.166666667,44,45,Bukit Panjang MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station
1.163333333,37,39, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,
1.163333333,37,39,Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station,
1.163333333,37,39,Clementi MRT Station,  Beauty World MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.163333333,37,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station
1.163333333,37,39, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.163333333,37,39, Chinese Garden MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.163333333,37,39, Jurong East MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.163333333,37,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.163333333,37,39,Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.163333333,43,44, Yew Tee MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.163333333,43,44, Bukit Panjang MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.163333333,43,44, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.163333333,43,44, Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.163333333,43,44, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
1.163333333,43,44, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station
1.16,42,43, Yew Tee MRT Station,  Bukit Panjang MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.16,42,43, Jurong East MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.16,42,43, Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.16,42,43, Yew Tee MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.16,42,43, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.16,42,43, Yew Tee MRT Station, Bukit Panjang MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.16,42,43,Bukit Panjang MRT Station,  Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.16,42,43, Beauty World MRT Station,  Somerset MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
1.16,36,38, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,
1.16,36,38,Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,
1.16,36,38,Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,
1.16,36,38, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station
1.156666667,35,37, Yio Chu Kang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station,  Somerset MRT Station
1.156666667,41,42,Clementi MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.156666667,41,42, Bukit Panjang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Marymount MRT Station
1.156666667,41,42, Choa Chu Kang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.156666667,41,42, Choa Chu Kang MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.156666667,41,42, Yew Tee MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.156666667,41,42, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.156666667,41,42,Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
1.156666667,41,42,Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.156666667,41,42, Beauty World MRT Station,  Somerset MRT Station, Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.153333333,40,41,Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Bishan MRT Station,  Marymount MRT Station
1.153333333,40,41, Jurong East MRT Station, Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.153333333,40,41, Chinese Garden MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.153333333,40,41, Jurong East MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.153333333,40,41, Jurong East MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.153333333,46,46,Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.153333333,46,46, Pioneer MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.153333333,46,46,Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station,  Toa Payoh MRT Station
1.153333333,46,46,Bukit Panjang MRT Station,  Beauty World MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.153333333,46,46, Yew Tee MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station
1.15,33,35, Somerset MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Marymount MRT Station,  Serangoon MRT Station
1.15,39,40,Clementi MRT Station,  Toa Payoh MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.15,39,40, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.15,39,40, Jurong East MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
1.15,45,45, Yew Tee MRT Station,  Bukit Panjang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.15,45,45, Yew Tee MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.15,45,45, Chinese Garden MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.15,45,45,Bukit Panjang MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.15,45,45, Yew Tee MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Somerset MRT Station
1.146666667,38,39,Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,
1.146666667,38,39,Clementi MRT Station,  Toa Payoh MRT Station,  Bishan MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.146666667,38,39, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station
1.146666667,38,39, Jurong East MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Ang Mo Kio MRT Station,  Serangoon MRT Station
1.146666667,44,44,Clementi MRT Station,  Beauty World MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.146666667,44,44, Beauty World MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.146666667,44,44, Chinese Garden MRT Station,  Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.146666667,44,44, Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Toa Payoh MRT Station
1.146666667,44,44, Yew Tee MRT Station,  Bukit Panjang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.146666667,44,44, Beauty World MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.146666667,44,44, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.146666667,44,44, Yew Tee MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station
1.146666667,44,44,Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station,  Somerset MRT Station
1.143333333,37,38, Yew Tee MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,
1.143333333,37,38, Choa Chu Kang MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.143333333,37,38, Bukit Panjang MRT Station,  Marymount MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Serangoon MRT Station
1.143333333,37,38, Bukit Panjang MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Serangoon MRT Station
1.143333333,37,38, Chinese Garden MRT Station,  Jurong East MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.143333333,37,38, Jurong East MRT Station, Chinese Garden MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.143333333,43,43, Woodlands MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.143333333,43,43, Yew Tee MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Marymount MRT Station
1.143333333,43,43, Choa Chu Kang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.143333333,43,43, Pioneer MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.143333333,43,43, Yew Tee MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.143333333,43,43,Woodlands MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station
1.143333333,43,43, Beauty World MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.143333333,43,43, Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.143333333,43,43, Jurong East MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.143333333,43,43, Chinese Garden MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.143333333,43,43,Pioneer MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.14,42,42,Clementi MRT Station,  Somerset MRT Station,  Bishan MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.14,42,42, Yew Tee MRT Station,  Choa Chu Kang MRT Station,  Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station
1.14,42,42, Woodlands MRT Station,  Ang Mo Kio MRT Station, Bishan MRT Station,  Toa Payoh MRT Station,  Somerset MRT Station
1.14,42,42, Bukit Panjang MRT Station, Woodlands MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.14,42,42, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.14,42,42, Jurong East MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.14,42,42,Choa Chu Kang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Toa Payoh MRT Station
1.14,42,42, Yew Tee MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station, Toa Payoh MRT Station
1.14,42,42, Yew Tee MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station, Toa Payoh MRT Station
1.14,36,37, Bukit Panjang MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station,
1.14,36,37,Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,
1.14,36,37, Beauty World MRT Station,  Marymount MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.136666667,35,36,Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station,
1.136666667,41,41,Clementi MRT Station,  Toa Payoh MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.136666667,41,41,Clementi MRT Station,  Somerset MRT Station,  Ang Mo Kio MRT Station,  Marymount MRT Station,  Toa Payoh MRT Station
1.136666667,41,41, Chinese Garden MRT Station, Clementi MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
1.136666667,41,41,Clementi MRT Station,  Beauty World MRT Station,  Ang Mo Kio MRT Station,  Yio Chu Kang MRT Station,  Serangoon MRT Station
1.136666667,41,41, Bukit Panjang MRT Station,  Woodlands MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Toa Payoh MRT Station
1.136666667,41,41, Bukit Panjang MRT Station,  Choa Chu Kang MRT Station,  Yio Chu Kang MRT Station, Bishan MRT Station,  Marymount MRT Station
1.136666667,41,41, Bukit Panjang MRT Station,  Beauty World MRT Station, Bishan MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
1.136666667,41,41, Choa Chu Kang MRT Station,  Yew Tee MRT Station,  Toa Payoh MRT Station, Bishan MRT Station,  Ang Mo Kio MRT Station
1.136666667,41,41, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Woodlands MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.136666667,41,41, Yew Tee MRT Station,  Choa Chu Kang MRT Station, Bukit Panjang MRT Station,  Yio Chu Kang MRT Station,  Marymount MRT Station
1.136666667,41,41, Jurong East MRT Station,  Chinese Garden MRT Station, Bukit Panjang MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station
1.136666667,41,41,Choa Chu Kang MRT Station,  Beauty World MRT Station,  Marymount MRT Station,  Ang Mo Kio MRT Station,  Serangoon MRT Station
1.136666667,41,41, Beauty World MRT Station,  Somerset MRT Station, Ang Mo Kio MRT Station,  Marymount MRT Station,  Serangoon MRT Station
1.136666667,41,41, Yew Tee MRT Station,  Beauty World MRT Station,  Marymount MRT Station, Ang Mo Kio MRT Station,  Serangoon MRT Station
1.136666667,47,46,Clementi MRT Station,  Bukit Panjang MRT Station,  Marymount MRT Station,  Yio Chu Kang MRT Station,  Ang Mo Kio MRT Station
